,acronym,name,color_hex_triplet,graph_order,id,structure_id_path
829,NLLh,"Nucleus of the lateral lemniscus, horizontal part",FFAE6F,887,90,/997/8/343/1065/771/1132/612/90/
830,per,perforant path,CCCCCC,1256,713,/997/1009/991/768/1099/713/
831,MOs,Secondary motor area,1F9D5A,24,993,/997/8/567/688/695/315/500/993/
832,MDc,"Mediodorsal nucleus of the thalamus, central part",FF909F,686,617,/997/8/343/1129/549/856/444/362/617/
833,VISa,Anterior area,009FAC,346,312782546,/997/8/567/688/695/315/22/312782546/
834,VISa2/3,"Anterior area, layer 2/3",009FAC,348,312782554,/997/8/567/688/695/315/22/312782546/312782554/
835,COApl3,"Cortical amygdalar area, posterior part, lateral zone, layer 3",61E7B7,437,232,/997/8/567/688/695/698/631/647/655/232/
836,SG,Supragenual nucleus,FFBA86,915,318,/997/8/343/1065/771/987/318/
837,PIR3,"Piriform area, polymorph layer",6ACBBA,420,291,/997/8/567/688/695/698/961/291/
838,VISmma1,"Mediomedial anterior visual area, layer 1",1AA698,305,480149262,/997/8/567/688/695/315/254/894/480149258/480149262/
839,Prosv-sr,"Prosubiculum, ventral part, stratum radiatum",58BA48,552,484682504,/997/8/567/688/695/1089/822/484682470/484682492/484682504/
840,ACA2/3,"Anterior cingulate area, layer 2/3",40A666,222,1053,/997/8/567/688/695/315/31/1053/
841,MT,Medial terminal nucleus of the accessory optic tract,FF90FF,863,58,/997/8/343/313/323/58/
842,RSPd,"Retrosplenial area, dorsal part",1AA698,325,879,/997/8/567/688/695/315/254/879/
843,PTLp4,"Posterior parietal association areas, layer 4",009FAC,342,635,/997/8/567/688/695/315/22/635/
844,SSp-n6b,"Primary somatosensory area, nose, layer 6b",188064,50,929,/997/8/567/688/695/315/453/322/353/929/
845,SSp-bfd6b,"Primary somatosensory area, barrel field, layer 6b",188064,57,1062,/997/8/567/688/695/315/453/322/329/1062/
846,SI,Substantia innominata,A2B1D8,613,342,/997/8/567/623/803/835/342/
847,MM,Medial mammillary nucleus,FF4C3E,764,491,/997/8/343/1129/1097/467/331/491/
848,AUDpo6b,"Posterior auditory area, layer 6b",019399,149,456,/997/8/567/688/695/315/247/1027/456/
849,ORB6a,"Orbital area, layer 6a",248A5E,256,476,/997/8/567/688/695/315/714/476/
850,VIS6a,"Visual areas, layer 6a",08858C,162,457,/997/8/567/688/695/315/669/457/
851,VPMpc,"Ventral posteromedial nucleus of the thalamus, parvicellular part",FF8084,650,741,/997/8/343/1129/549/864/637/709/741/
852,AMB,Nucleus ambiguus,FFB3D9,970,135,/997/8/343/1065/354/370/135/
853,fxprg,"precommissural fornix, general",CCCCCC,1248,745,/997/1009/991/768/1099/745/
854,mfbs,medial forebrain bundle system,CCCCCC,1238,991,/997/1009/991/
855,RPF,Retroparafascicular nucleus,FF90FF,850,549009203,/997/8/343/313/323/1100/549009203/
856,Xn,vagus nerve,CCCCCC,1144,917,/997/1009/967/917/
857,Isocortex,Isocortex,70FF71,5,315,/997/8/567/688/695/315/
858,MPN,Medial preoptic nucleus,FF4C3E,776,515,/997/8/343/1129/1097/467/515/
859,VISlla6a,"Laterolateral anterior visual area, layer 6a",019399,134,480149250,/997/8/567/688/695/315/247/1011/480149230/480149250/
860,P,Pons,FF9B88,883,771,/997/8/343/1065/771/
861,VPL,Ventral posterolateral nucleus of the thalamus,FF8084,647,718,/997/8/343/1129/549/864/637/709/718/
862,ORBm5,"Orbital area, medial part, layer 5",248A5E,268,620,/997/8/567/688/695/315/714/731/620/
863,PL2/3,"Prelimbic area, layer 2/3",2FA850,241,304,/997/8/567/688/695/315/972/304/
864,GENd,"Geniculate group, dorsal thalamus",FF8084,657,1008,/997/8/343/1129/549/864/1008/
865,REth,Retroethmoid nucleus,FF909F,673,560581555,/997/8/343/1129/549/856/138/560581555/
866,PTLp1,"Posterior parietal association areas, layer 1",009FAC,340,532,/997/8/567/688/695/315/22/532/
867,ORBm2,"Orbital area, medial part, layer 2",248A5E,266,524,/997/8/567/688/695/315/714/731/524/
868,Pa4,Paratrochlear nucleus,FF90FF,858,606826663,/997/8/343/313/323/606826663/
869,ProSd,"Prosubiculum, dorsal part",58BA48,545,484682475,/997/8/567/688/695/1089/822/484682470/484682475/
870,IPL,"Interpeduncular nucleus, lateral",FFA6FF,874,607344846,/997/8/343/313/348/165/100/607344846/
871,tspc,crossed tectospinal pathway,CCCCCC,1229,1043,/997/1009/1000/877/1043/
872,V4,fourth ventricle,AAAAAA,1301,145,/997/73/145/
873,DGlb-sg,"Dentate gyrus lateral blade, granule cell layer",7ED04B,485,790,/997/8/567/688/695/1089/1080/726/766/790/
874,PSCH,Suprachiasmatic preoptic nucleus,FF5547,748,1124,/997/8/343/1129/1097/141/1124/
875,opt,optic tract,CCCCCC,1117,125,/997/1009/967/848/125/
876,SSp-ul5,"Primary somatosensory area, upper limb, layer 5",188064,83,625,/997/8/567/688/695/315/453/322/369/625/
877,AId6b,"Agranular insular area, dorsal part, layer 6b",219866,284,831,/997/8/567/688/695/315/95/104/831/
878,NTB,Nucleus of the trapezoid body,FFA5D2,947,642,/997/8/343/1065/354/386/642/
879,SSp-ll6b,"Primary somatosensory area, lower limb, layer 6b",188064,71,510,/997/8/567/688/695/315/453/322/337/510/
880,PYR,Pyramus (VIII),FFFC91,1054,951,/997/8/512/528/645/951/
881,pce,precentral fissure,AAAAAA,1311,1087,/997/1024/1040/1087/
882,rrt,rubroreticular tract,CCCCCC,1232,221,/997/1009/1000/863/221/
883,NTSl,"Nucleus of the solitary tract, lateral part",FFA5D2,952,682,/997/8/343/1065/354/386/651/682/
884,MPT,Medial pretectal area,FF90FF,845,531,/997/8/343/313/323/1100/531/
885,MG,Medial geniculate complex,FF8084,658,475,/997/8/343/1129/549/864/1008/475/
886,PVR,Periventricular region,FF5547,734,141,/997/8/343/1129/1097/141/
887,PPN,Pedunculopontine nucleus,FFA6FF,867,1052,/997/8/343/313/348/1052/
888,LINGmo,"Lingula (I), molecular layer",FFFC91,1021,10707,/997/8/512/528/645/912/10707/
889,cc,corpus callosum,CCCCCC,1191,776,/997/1009/983/776/
890,RL,Rostral linear nucleus raphe,FFA6FF,879,197,/997/8/343/313/348/165/197/
891,scwm,supra-callosal cerebral white matter,CCCCCC,1189,484682512,/997/1009/484682512/
892,"CUL4, 5pu","Lobules IV-V, Purkinje layer",FFFC91,1044,10721,/997/8/512/528/645/928/1091/10721/
893,mfbst,dorsal thalamus related,CCCCCC,1282,1068,/997/1009/991/824/1068/
894,PVZ,Periventricular zone,FF5D50,716,157,/997/8/343/1129/1097/157/
895,AHNc,"Anterior hypothalamic nucleus, central part",FF4C3E,759,708,/997/8/343/1129/1097/467/88/708/
896,PAS,Parasolitary nucleus,FFB3D9,989,859,/997/8/343/1065/354/370/859/
897,vVIIIn,vestibular nerve,CCCCCC,1135,413,/997/1009/967/933/413/
898,ECT6b,Ectorhinal area/Layer 6b,0D9F91,378,1045,/997/8/567/688/695/315/895/1045/
899,ipf,intraparafloccular fissure,AAAAAA,1322,49,/997/1024/1040/49/
900,cic,inferior colliculus commissure,CCCCCC,1141,633,/997/1009/967/933/948/633/
901,SGN,Suprageniculate nucleus,FF909F,671,325,/997/8/343/1129/549/856/138/325/
902,COApm1-2,"Cortical amygdalar area, posterior part, medial zone, layers 1-2",61E7B7,439,592,/997/8/567/688/695/698/631/647/663/592/
903,ICB,Infracerebellar nucleus,FFB3D9,976,372,/997/8/343/1065/354/370/372/
904,VISam6b,"Anteromedial visual area, layer 6b",08858C,177,441,/997/8/567/688/695/315/669/394/441/
905,VISrl2/3,"Rostrolateral area, layer 2/3",009FAC,355,312782608,/997/8/567/688/695/315/22/417/312782608/
906,TEa6a,"Temporal association areas, layer 6a",15B0B3,365,729,/997/8/567/688/695/315/541/729/
907,AONm,"Anterior olfactory nucleus, medial part",54BF94,394,191,/997/8/567/688/695/698/159/191/
908,GPe,"Globus pallidus, external segment",8599CC,610,1022,/997/8/567/623/803/818/1022/
909,TEa1,"Temporal association areas, layer 1",15B0B3,361,97,/997/8/567/688/695/315/541/97/
910,VISal,Anterolateral visual area,08858C,164,402,/997/8/567/688/695/315/669/402/
911,PVHpmm,"Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone",FF5D50,726,660,/997/8/343/1129/1097/157/38/71/103/660/
912,AIp1,"Agranular insular area, posterior part, layer 1",219866,286,120,/997/8/567/688/695/315/95/111/120/
913,TTv3,"Taenia tecta, ventral part, layer 3",62D09F,409,1082,/997/8/567/688/695/698/589/605/1082/
914,CS,Superior central nucleus raphe,FFC395,925,679,/997/8/343/1065/771/1117/679/
915,PVHmpd,"Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone",FF5D50,729,87,/997/8/343/1129/1097/157/38/94/87/
916,VISmma2/3,"Mediomedial anterior visual area, layer 2/3",1AA698,306,480149266,/997/8/567/688/695/315/254/894/480149258/480149266/
917,MO6b,"Somatomotor areas, Layer 6b",1F9D5A,17,947,/997/8/567/688/695/315/500/947/
918,POST1,"Postsubiculum, layer 1",48C83C,528,10696,/997/8/567/688/695/1089/822/1037/10696/
919,RSPagl6a,"Retrosplenial area, lateral agranular part, layer 6a",1AA698,302,906,/997/8/567/688/695/315/254/894/906/
920,PERI6a,"Perirhinal area, layer 6a",0E9684,371,335,/997/8/567/688/695/315/922/335/
921,MEApd,"Medial amygdalar nucleus, posterodorsal part",80C0E2,603,426,/997/8/567/623/477/278/403/426/
922,FLgr,"Flocculus, granular layer",ECE754,1095,10690,/997/8/512/528/1073/1049/10690/
923,COA,Cortical amygdalar area,61E7B7,426,631,/997/8/567/688/695/698/631/
924,scp,superior cerebelar peduncles,CCCCCC,1174,326,/997/1009/960/752/326/
925,VeCB,Vestibulocerebellar nucleus,FFFDBC,1100,589508455,/997/8/512/519/589508455/
926,MY-mot,"Medulla, motor related",FFB3D9,964,370,/997/8/343/1065/354/370/
927,MO5,"Somatomotor areas, Layer 5",1F9D5A,15,299,/997/8/567/688/695/315/500/299/
928,MO,Somatomotor areas,1F9D5A,12,500,/997/8/567/688/695/315/500/
929,SCig-c,"Superior colliculus, motor related, intermediate gray layer, sublayer c",FF90FF,837,511,/997/8/343/313/323/294/10/511/
930,MBsta,"Midbrain, behavioral state related",FF90FF,865,348,/997/8/343/313/348/
931,supa,"supraoptic commissures, anterior",CCCCCC,1266,817,/997/1009/991/824/349/817/
932,SPVC,"Spinal nucleus of the trigeminal, caudal part",FFA5D2,954,429,/997/8/343/1065/354/386/429/
933,ccs,"corpus callosum, splenium",CCCCCC,1199,986,/997/1009/983/776/986/
934,ANcr2gr,"Crus 2, granular layer",ECE754,1079,10678,/997/8/512/528/1073/1017/1064/10678/
935,MB,Midbrain,FF64FF,806,313,/997/8/343/313/
936,ProSv,"Prosubiculum, ventral part",58BA48,549,484682492,/997/8/567/688/695/1089/822/484682470/484682492/
937,LSX,Lateral septal complex,90CBED,585,275,/997/8/567/623/477/275/
938,isl,Islands of Calleja,80CDF8,578,481,/997/8/567/623/477/493/754/481/
939,CU,Cuneate nucleus,FFA5D2,944,711,/997/8/343/1065/354/386/720/711/
940,ts,solitary tract,CCCCCC,1145,237,/997/1009/967/917/237/
941,cuf,cuneate fascicle,CCCCCC,1156,380,/997/1009/967/792/932/514/380/
942,VISl1,"Lateral visual area, layer 1",08858C,179,421,/997/8/567/688/695/315/669/409/421/
943,BSTa,"Bed nuclei of the stria terminalis, anterior division",B3C0DF,622,359,/997/8/567/623/803/809/351/359/
944,IPA,"Interpeduncular nucleus, apical",FFA6FF,873,607344842,/997/8/343/313/348/165/100/607344842/
945,ILM,Intralaminar nuclei of the dorsal thalamus,FF909F,696,51,/997/8/343/1129/549/856/51/
946,SFO,Subfornical organ,FF5547,753,338,/997/8/343/1129/1097/141/338/
947,CTXpl,Cortical plate,70FF70,4,695,/997/8/567/688/695/
948,FN,Fastigial nucleus,FFFDBC,1097,989,/997/8/512/519/989/
949,IP,Interposed nucleus,FFFDBC,1098,91,/997/8/512/519/91/
950,SSp-tr5,"Primary somatosensory area, trunk, layer 5",188064,90,1111,/997/8/567/688/695/315/453/322/361/1111/
951,iVIIn,intermediate nerve,CCCCCC,1131,1131,/997/1009/967/798/1131/
952,PRE3,"Presubiculum, layer 3",59B947,534,10701,/997/8/567/688/695/1089/822/1084/10701/
953,PF,Parafascicular nucleus,FF909F,701,930,/997/8/343/1129/549/856/51/930/
954,cstc,"corticospinal tract, crossed",CCCCCC,1209,1019,/997/1009/983/784/1019/
955,ECT2/3,Ectorhinal area/Layer 2/3,0D9F91,375,427,/997/8/567/688/695/315/895/427/
956,PRMmo,"Paramedian lobule, molecular layer",FFFC91,1081,10683,/997/8/512/528/1073/1025/10683/
957,VIS6b,"Visual areas, layer 6b",08858C,163,497,/997/8/567/688/695/315/669/497/
958,GU2/3,"Gustatory areas, layer 2/3",009C75,109,180,/997/8/567/688/695/315/1057/180/
959,LAV,Lateral vestibular nucleus,FFB3D9,1002,209,/997/8/343/1065/354/370/701/209/
960,LGvl,"Ventral part of the lateral geniculate complex, lateral zone",FF909F,708,300,/997/8/343/1129/549/856/1014/178/300/
961,SSp2/3,"Primary somatosensory area, layer 2/3",188064,39,346,/997/8/567/688/695/315/453/322/346/
962,srp,spinoreticular pathway,CCCCCC,1165,270,/997/1009/967/871/270/
963,PIR2,"Piriform area, pyramidal layer",6ACBBA,419,284,/997/8/567/688/695/698/961/284/
964,CUL,Culmen,FFFC91,1033,928,/997/8/512/528/645/928/
965,AON1,"Anterior olfactory nucleus, layer 1",54BF94,396,160,/997/8/567/688/695/698/159/160/
966,ANcr1mo,"Crus 1, molecular layer",FFFC91,1073,10677,/997/8/512/528/1073/1017/1056/10677/
967,CA3slm,"Field CA3, stratum lacunosum-moleculare",7ED04B,468,471,/997/8/567/688/695/1089/1080/375/463/471/
968,ACAd1,"Anterior cingulate area, dorsal part, layer 1",40A666,227,935,/997/8/567/688/695/315/31/39/935/
969,AHNp,"Anterior hypothalamic nucleus, posterior part",FF4C3E,761,724,/997/8/343/1129/1097/467/88/724/
970,ORB6b,"Orbital area, layer 6b",248A5E,257,516,/997/8/567/688/695/315/714/516/
971,VISrl4,"Rostrolateral area, layer 4",009FAC,356,312782612,/997/8/567/688/695/315/22/417/312782612/
972,df,dorsal fornix,CCCCCC,1246,530,/997/1009/991/768/1099/530/
973,RSPv2,"Retrosplenial area, ventral part, layer 2",1AA698,334,606,/997/8/567/688/695/315/254/886/606/
974,ORBm,"Orbital area, medial part",248A5E,264,731,/997/8/567/688/695/315/714/731/
975,VISlla4,"Laterolateral anterior visual area, layer 4",019399,132,480149242,/997/8/567/688/695/315/247/1011/480149230/480149242/
976,LSv,"Lateral septal nucleus, ventral part",90CBED,589,266,/997/8/567/623/477/275/242/266/
977,PVHp,"Paraventricular hypothalamic nucleus, parvicellular division",FF5D50,727,94,/997/8/343/1129/1097/157/38/94/
978,PD,Posterodorsal preoptic nucleus,FF5547,746,914,/997/8/343/1129/1097/141/914/
979,RSPv1,"Retrosplenial area, ventral part, layer 1",1AA698,333,542,/997/8/567/688/695/315/254/886/542/
980,SPA,Subparafascicular area,FF8084,655,609,/997/8/343/1129/549/864/609/
981,III,Oculomotor nucleus,FF90FF,854,35,/997/8/343/313/323/35/
982,pfs,parafloccular sulcus,AAAAAA,1324,65,/997/1024/1040/65/
983,ENTm2b,"Entorhinal area, medial part, dorsal zone, layer 2b",32B825,511,508,/997/8/567/688/695/1089/822/909/926/508/
984,VISC6b,"Visceral area, layer 6b",11AD83,120,849,/997/8/567/688/695/315/677/849/
985,RSPd5,"Retrosplenial area, dorsal part, layer 5",1AA698,329,610,/997/8/567/688/695/315/254/879/610/
986,PERI1,"Perirhinal area, layer 1",0E9684,368,540,/997/8/567/688/695/315/922/540/
987,ENTm,"Entorhinal area, medial part, dorsal zone",32B825,507,926,/997/8/567/688/695/1089/822/909/926/
988,TTd,"Taenia tecta, dorsal part",62D09F,399,597,/997/8/567/688/695/698/589/597/
989,SCs,"Superior colliculus, sensory related",FF7AFF,808,302,/997/8/343/313/339/302/
990,PALc,"Pallidum, caudal region",B3C0DF,620,809,/997/8/567/623/803/809/
991,dtt,dorsal tegmental tract,CCCCCC,1291,563,/997/1009/991/824/70/563/
992,TTv1,"Taenia tecta, ventral part, layer 1",62D09F,407,1067,/997/8/567/688/695/698/589/605/1067/
993,ACA,Anterior cingulate area,40A666,220,31,/997/8/567/688/695/315/31/
994,chpl,choroid plexus,AAAAAA,1296,108,/997/73/81/108/
995,FRP6b,"Frontal pole, layer 6b",268F45,11,526322264,/997/8/567/688/695/315/184/526322264/
996,GRN,Gigantocellular reticular nucleus,FFB3D9,975,1048,/997/8/343/1065/354/370/1048/
997,VISpm4,"posteromedial visual area, layer 4",08858C,202,501,/997/8/567/688/695/315/669/533/501/
998,Eth,Ethmoid nucleus of the thalamus,FF909F,672,560581551,/997/8/343/1129/549/856/138/560581551/
999,SUBd-m,"Subiculum, dorsal part, molecular layer",4FC244,537,829,/997/8/567/688/695/1089/822/502/509/829/
1000,RPO,Nucleus raphe pontis,FFC395,932,238,/997/8/343/1065/771/1117/238/
1001,COPYmo,"Copula pyramidis, molecular layer",FFFC91,1085,10686,/997/8/512/528/1073/1033/10686/
1002,MOp,Primary motor area,1F9D5A,18,985,/997/8/567/688/695/315/500/985/
1003,VISl,Lateral visual area,08858C,178,409,/997/8/567/688/695/315/669/409/
1004,RSPagl5,"Retrosplenial area, lateral agranular part, layer 5",1AA698,301,774,/997/8/567/688/695/315/254/894/774/
1005,AUDpo4,"Posterior auditory area, layer 4",019399,146,759,/997/8/567/688/695/315/247/1027/759/
1006,rct,reticulocerebellar tract,CCCCCC,1186,410,/997/1009/960/752/1123/490/410/
1007,SSp-ll6a,"Primary somatosensory area, lower limb, layer 6a",188064,70,478,/997/8/567/688/695/315/453/322/337/478/
1008,RSPv2/3,"Retrosplenial area, ventral part, layer 2/3",1AA698,335,430,/997/8/567/688/695/315/254/886/430/
1009,VISli6b,"Laterointermediate area, layer 6b",08858C,212,312782598,/997/8/567/688/695/315/669/312782574/312782598/
1010,PIR1,"Piriform area, molecular layer",6ACBBA,418,276,/997/8/567/688/695/698/961/276/
1011,RHP,Retrohippocampal region,32B825,492,822,/997/8/567/688/695/1089/822/
1012,sttv,ventral spinothalamic tract,CCCCCC,1162,389,/997/1009/967/871/389/
1013,SUBd-sp,"Subiculum, dorsal part, pyramidal layer",4BB547,538,845,/997/8/567/688/695/1089/822/502/509/845/
1014,DG,Dentate gyrus,7ED04B,473,726,/997/8/567/688/695/1089/1080/726/
1015,PGRNl,"Paragigantocellular reticular nucleus, lateral part",FFB3D9,992,978,/997/8/343/1065/354/370/938/978/
1016,HPF,Hippocampal formation,7ED04B,454,1089,/997/8/567/688/695/1089/
1017,arb,arbor vitae,CCCCCC,1188,728,/997/1009/960/728/
1018,VL,lateral ventricle,AAAAAA,1293,81,/997/73/81/
1019,SSp-tr,"Primary somatosensory area, trunk",188064,86,361,/997/8/567/688/695/315/453/322/361/
1020,VISl6b,"Lateral visual area, layer 6b",08858C,184,121,/997/8/567/688/695/315/669/409/121/
1021,RSPv,"Retrosplenial area, ventral part",1AA698,332,886,/997/8/567/688/695/315/254/886/
1022,MMl,"Medial mammillary nucleus, lateral part",FF4C3E,766,606826647,/997/8/343/1129/1097/467/331/491/606826647/
1023,VISp6a,"Primary visual area, layer 6a",08858C,190,33,/997/8/567/688/695/315/669/385/33/
1024,pvbh,periventricular bundle of the hypothalamus,CCCCCC,1276,150,/997/1009/991/824/150/
1025,MOBgl,"Main olfactory bulb, glomerular layer",82C7AE,381,212,/997/8/567/688/695/698/507/212/
1026,AUDp4,"Primary auditory area, layer 4",019399,139,816,/997/8/567/688/695/315/247/1002/816/
1027,PAL,Pallidum,8599CC,608,803,/997/8/567/623/803/
1028,ENTl3,"Entorhinal area, lateral part, layer 3",32B825,500,52,/997/8/567/688/695/1089/822/909/918/52/
1029,mfsbshy,hypothalamus related,CCCCCC,1261,824,/997/1009/991/824/
1030,BSTif,"Bed nuclei of the stria terminalis, posterior division, interfascicular nucleus",B3C0DF,635,585,/997/8/567/623/803/809/351/367/585/
1031,plf,posterolateral fissure,AAAAAA,1317,11,/997/1024/1040/11/
1032,MOs5,"Secondary motor area, layer 5",1F9D5A,27,767,/997/8/567/688/695/315/500/993/767/
1033,POST,Postsubiculum,48C83C,527,1037,/997/8/567/688/695/1089/822/1037/
1034,SNl,"Substantia nigra, lateral part",FF90FF,864,615,/997/8/343/313/323/615/
1035,ENTmv4,"Entorhinal area, medial part, ventral zone, layer 4",32B825,521,419,/997/8/567/688/695/1089/822/909/934/419/
1036,SSp-m6a,"Primary somatosensory area, mouth, layer 6a",188064,77,1102,/997/8/567/688/695/315/453/322/345/1102/
1037,ml,medial lemniscus,CCCCCC,1159,697,/997/1009/967/792/932/697/
1038,VISpl4,"Posterolateral visual area, layer 4",08858C,195,869,/997/8/567/688/695/315/669/425/869/
1039,SSp-bfd2/3,"Primary somatosensory area, barrel field, layer 2/3",188064,53,201,/997/8/567/688/695/315/453/322/329/201/
1040,ENTmv3,"Entorhinal area, medial part, ventral zone, layer 3",32B825,520,371,/997/8/567/688/695/1089/822/909/934/371/
1041,EPv,"Endopiriform nucleus, ventral part",A0EE9D,560,966,/997/8/567/688/703/942/966/
1042,ProS,Prosubiculum,58BA48,544,484682470,/997/8/567/688/695/1089/822/484682470/
1043,PALm,"Pallidum, medial region",96A7D3,615,826,/997/8/567/623/803/826/
1044,ENTl4/5,"Entorhinal area, lateral part, layer 4/5",32B825,502,312,/997/8/567/688/695/1089/822/909/918/312/
1045,PRM,Paramedian lobule,FFFC91,1080,1025,/997/8/512/528/1073/1025/
1046,Su3,Supraoculomotor periaqueductal gray,FF90FF,842,614454277,/997/8/343/313/323/795/614454277/
1047,COApm2,"Cortical amygdalar area, posterior part, medial zone, layer 2",61E7B7,442,248,/997/8/567/688/695/698/631/647/663/248/
1048,SSp-ll1,"Primary somatosensory area, lower limb, layer 1",188064,66,1030,/997/8/567/688/695/315/453/322/337/1030/
1049,AOB,Accessory olfactory bulb,9DF0D2,386,151,/997/8/567/688/695/698/151/
1050,B,Barrington's nucleus,FFBA86,907,280,/997/8/343/1065/771/987/280/
1051,SSp-ul,"Primary somatosensory area, upper limb",188064,79,369,/997/8/567/688/695/315/453/322/369/
1052,TTd3,"Taenia tecta, dorsal part, layer 3",62D09F,403,1050,/997/8/567/688/695/698/589/597/1050/
1053,PTLp5,"Posterior parietal association areas, layer 5",009FAC,343,683,/997/8/567/688/695/315/22/683/
1054,grey,Basic cell groups and regions,BFDAE3,1,8,/997/8/
1055,NLLd,"Nucleus of the lateral lemniscus, dorsal part",FFAE6F,886,82,/997/8/343/1065/771/1132/612/82/
1056,VISC4,"Visceral area, layer 4",11AD83,117,1010,/997/8/567/688/695/315/677/1010/
1057,MEZ,Hypothalamic medial zone,FF4C3E,756,467,/997/8/343/1129/1097/467/
1058,NODmo,"Nodulus (X), molecular layer",FFFC91,1063,10737,/997/8/512/528/645/968/10737/
1059,vrt,ventral roots,CCCCCC,1148,925,/997/1009/967/925/
1060,CBN,Cerebellar nuclei,F0F080,1096,519,/997/8/512/519/
1061,CEA,Central amygdalar nucleus,80C0E2,595,536,/997/8/567/623/477/278/536/
1062,CUL4,Lobule IV,FFFC91,1034,992,/997/8/512/528/645/928/992/
1063,smd,supramammillary decussation,CCCCCC,1270,341,/997/1009/991/824/341/
1064,AIv6b,"Agranular insular area, ventral part, layer 6b",219866,296,699,/997/8/567/688/695/315/95/119/699/
1065,PCG,Pontine central gray,FFBA86,911,898,/997/8/343/1065/771/987/898/
1066,SSp1,"Primary somatosensory area, layer 1",188064,38,793,/997/8/567/688/695/315/453/322/793/
1067,SIMgr,"Simple lobule, granular layer",ECE754,1070,10672,/997/8/512/528/1073/1007/10672/
1068,VISli1,"Laterointermediate area, layer 1",08858C,207,312782578,/997/8/567/688/695/315/669/312782574/312782578/
1069,VISpor5,"Postrhinal area, layer 5",08858C,217,312782644,/997/8/567/688/695/315/669/312782628/312782644/
1070,PAA1,"Piriform-amygdalar area, molecular layer",59DAAB,446,408,/997/8/567/688/695/698/788/408/
1071,DECgr,"Declive (VI), granular layer",ECE754,1049,10723,/997/8/512/528/645/936/10723/
1072,rust,rubrospinal tract,CCCCCC,1230,863,/997/1009/1000/863/
1073,VISlla,Laterolateral anterior visual area,019399,129,480149230,/997/8/567/688/695/315/247/1011/480149230/
1074,apd,ansa peduncularis,CCCCCC,1241,892,/997/1009/991/768/892/
1075,PIS,pineal stalk,CCCCCC,1288,730,/997/1009/991/824/1083/730/
1076,SSp-un,"Primary somatosensory area, unassigned",188064,93,182305689,/997/8/567/688/695/315/453/322/182305689/
1077,APr,Area prostriata,33B932,554,484682508,/997/8/567/688/695/1089/822/484682508/
1078,SPVOmdmv,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",FFA5D2,959,61,/997/8/343/1065/354/386/445/61/
1079,PVHpv,"Paraventricular hypothalamic nucleus, parvicellular division, periventricular part",FF5D50,730,110,/997/8/343/1129/1097/157/38/94/110/
1080,onl,olfactory nerve layer of main olfactory bulb,CCCCCC,1106,1016,/997/1009/967/840/1016/
1081,MO6a,"Somatomotor areas, Layer 6a",1F9D5A,16,644,/997/8/567/688/695/315/500/644/
1082,Pa5,Paratrigeminal nucleus,FFA5D2,962,589508451,/997/8/343/1065/354/386/589508451/
1083,COAa,"Cortical amygdalar area, anterior part",61E7B7,427,639,/997/8/567/688/695/698/631/639/
1084,PPYs,"Parapyramidal nucleus, superficial part",FFB3D9,1000,193,/997/8/343/1065/354/370/1069/193/
1085,PFLpu,"Paraflocculus, Purkinje layer",FFFC91,1090,10688,/997/8/512/528/1073/1041/10688/
1086,FC,Fasciola cinerea,7ED04B,490,982,/997/8/567/688/695/1089/1080/982/
1087,BSTd,"Bed nuclei of the stria terminalis, posterior division, dorsal nucleus",B3C0DF,633,569,/997/8/567/623/803/809/351/367/569/
1088,IRN,Intermediate reticular nucleus,FFB3D9,978,136,/997/8/343/1065/354/370/136/
1089,phpm,"propriohypothalamic pathways, medial",CCCCCC,1274,779,/997/1009/991/824/182/779/
1090,ENTmv,"Entorhinal area, medial part, ventral zone",32B825,517,934,/997/8/567/688/695/1089/822/909/934/
1091,ISN,Inferior salivatory nucleus,FFB3D9,979,106,/997/8/343/1065/354/370/106/
1092,PRE1,"Presubiculum, layer 1",59B947,532,10699,/997/8/567/688/695/1089/822/1084/10699/
1093,SSp-ll4,"Primary somatosensory area, lower limb, layer 4",188064,68,1094,/997/8/567/688/695/315/453/322/337/1094/
1094,RSP,Retrosplenial area,1AA698,297,254,/997/8/567/688/695/315/254/
1095,SPF,Subparafascicular nucleus,FF8084,652,406,/997/8/343/1129/549/864/406/
1096,FF,Fields of Forel,F2483B,804,804,/997/8/343/1129/1097/290/797/804/
1097,mtt,mammillothalamic tract,CCCCCC,1279,690,/997/1009/991/824/46/690/
1098,ILA6a,"Infralimbic area, layer 6a",59B363,250,1054,/997/8/567/688/695/315/44/1054/
1099,supv,"supraoptic commissures, ventral",CCCCCC,1268,833,/997/1009/991/824/349/833/
1100,VPM,Ventral posteromedial nucleus of the thalamus,FF8084,649,733,/997/8/343/1129/549/864/637/709/733/
1101,DP2,"Dorsal peduncular area, layer 2",A4DAA4,412,535,/997/8/567/688/695/698/814/535/
1102,bic,brachium of the inferior colliculus,CCCCCC,1142,482,/997/1009/967/933/948/482/
1103,IF,Interfascicular nucleus raphe,FFA6FF,869,12,/997/8/343/313/348/165/12/
1104,SSp-un6b,"Primary somatosensory area, unassigned, layer 6b",188064,99,182305713,/997/8/567/688/695/315/453/322/182305689/182305713/
